,index,Date,Open,High,Low,Close,Volume,Momentum1D,RSI14D,MiddleBB,UpperBB,LowerBB,PVT,PROC,MoneyFlowIndex,NextHigh
18,37,2005-04-20,100.54,100.73,98.916,99.12,131823084,-1.4299999999999926,26.232165156627843,101.96745,103.32561887078849,100.60928112921151,-2504478.6824894045,-2.9947152084556685,35.95681250164917,101.23
19,38,2005-04-21,100.0,101.23,99.64,101.06,100403045,1.9399999999999977,30.99153968291587,101.92394999999999,103.29722976507257,100.55067023492741,3839870.986221191,0.19829466587349082,43.06635959764886,101.48
20,39,2005-04-22,100.83,101.48,99.55,100.68,103125842,-0.37999999999999545,35.60636323049088,101.85544999999999,103.25600866578866,100.45489133421133,-2352879.919401272,1.2480012872213255,43.11818333140969,101.48
21,40,2005-04-25,100.94,101.48,100.81,101.33,60109934,0.6499999999999915,36.32455793851802,101.81244999999998,103.21539654116552,100.40950345883445,775843.5168165695,1.5839598997493718,43.05165462577286,101.72
22,41,2005-04-26,101.03,101.72,100.31,100.36,86510249,-0.9699999999999989,38.32991641696896,101.75495,103.19404567638477,100.31585432361521,-1216210.8734505821,-0.1889607160616586,35.85108253894235,101.11
23,42,2005-04-27,100.07,101.11,99.7,100.75,97784824,0.39000000000000057,37.5419262098706,101.64445,103.07093823394337,100.21796176605665,1208128.056293268,1.6444713478611737,28.61521019431423,100.78
24,43,2005-04-28,100.42,100.78,99.488,99.488,85253199,-1.2620000000000005,36.97498820198206,101.48035000000002,102.95838821882782,100.00231178117221,-1447879.0640730283,-1.555511577280826,28.680634221618135,100.95
25,44,2005-04-29,100.25,100.95,99.279,100.84,119708368,1.3520000000000039,42.66599885518031,101.40735,102.87881515866253,99.93588484133745,2694672.505814125,0.15891934843066804,35.845884709586045,101.4
26,45,2005-05-02,101.11,101.4,100.65,101.4,64351500,0.5600000000000023,42.82962328767126,101.35335,102.80303491222635,99.90366508777366,-1269419.759897597,0.06908121977697364,35.75997509154945,101.8
27,46,2005-05-03,101.11,101.8,100.78,101.58,99768723,0.1799999999999926,40.6055033821501,101.28385,102.68443913450166,99.88326086549834,-180262.2792099118,1.215623754483857,42.992381458439,102.58
28,47,2005-05-04,101.61,102.58,101.29,102.37,94687011,0.7900000000000063,41.49014661081496,101.23634999999999,102.5791679041419,99.89353209585808,559288.145170695,1.6079404466501286,50.218329346209515,102.8
29,48,2005-05-05,102.52,102.8,101.7,102.33,111716417,-0.04000000000000625,48.69209390667992,101.15935,102.38197479827963,99.93672520172038,-780044.40124915,2.85662592473464,57.38813905350611,102.79
30,49,2005-05-06,102.74,102.79,101.98,102.0,79897373,-0.3299999999999983,53.10623372482331,101.11935000000001,102.2977605385511,99.94093946144892,-214005.88772170263,1.1503371677905558,57.28525127481312,102.88
31,50,2005-05-09,102.12,102.88,101.97,102.64,50480401,0.6400000000000006,52.50040372503637,101.10685,102.26666910000512,99.94703089999487,574397.672768723,1.2228796844181409,57.346621002081854,102.37
32,51,2005-05-10,102.24,102.37,101.39,101.58,86131214,-1.0600000000000023,54.67847732241966,101.01535,102.04925808280237,99.98144191719763,-1206247.6318533483,0.0,57.257964191269934,102.27
33,52,2005-05-11,101.86,102.27,100.93,102.14,105653263,0.5600000000000023,48.72835669436163,101.01335,102.04492265096084,99.98177734903916,1471963.3371478156,-0.22467519781186282,53.99116794945303,102.44
34,53,2005-05-12,102.2,102.44,100.55,101.02,109708871,-1.1200000000000045,44.54687771786392,101.02135,102.052291025165,99.99040897483499,-1785450.7329813458,-1.2801719925730501,53.95975140948495,101.58
35,54,2005-05-13,101.3,101.58,100.01,100.81,98078796,-0.20999999999999375,47.25274725274728,101.08990000000001,102.05346803490704,100.12633196509299,999109.4206344273,-1.1666666666666645,46.29267879128375,101.79
36,55,2005-05-16,100.79,101.79,100.76,101.75,56650079,0.9399999999999977,50.22893206286351,101.18990000000001,102.1098886669782,100.26991133302182,732117.8989626438,-0.8671083398285274,53.96753406899169,102.54
37,56,2005-05-17,101.42,102.54,101.19,102.43,70500172,0.6800000000000068,51.53340965234683,101.28389999999999,102.23071904568033,100.33708095431965,-57076.122251759574,0.8367788934829775,61.64008110207872,103.73
38,57,2005-05-18,102.87,103.73,102.81,103.49,89597157,1.059999999999988,57.64705882352936,101.5024,102.42755798935265,100.57724201064734,456042.98955739575,1.3217152927354556,69.29325755515846,104.03
39,58,2005-05-19,103.68,104.03,103.41,103.92,72144985,0.4300000000000068,54.034048852701666,101.64540000000001,102.70921935546058,100.58158064453944,-627437.1797855487,2.8707186695703877,69.37268445208544,104.01
40,59,2005-05-20,103.97,104.01,103.45,103.77,53290553,-0.15000000000000568,57.641921397379825,101.79990000000001,102.93792792954346,100.66187207045655,-376682.29457926657,2.9362166451740834,61.62500752573802,104.56
41,60,2005-05-23,103.85,104.56,103.83,104.35,58880085,0.5799999999999983,59.41422594142253,101.9509,103.21650216165226,100.68529783834775,406018.0607918947,2.5552825552825498,61.70742696938596,104.4
42,61,2005-05-24,104.05,104.4,103.84,104.11,58541801,-0.23999999999999488,60.820895522388014,102.1384,103.43334671298615,100.84345328701386,-463740.85385377205,1.6401444889192547,53.95912532085649,104.43
43,62,2005-05-25,103.98,104.43,103.53,104.03,55654056,-0.0799999999999983,60.51980198019804,102.3024,103.61976237271777,100.98503762728224,91877.75774723355,0.5217895448835697,46.23068916196766,104.71
44,63,2005-05-26,104.36,104.71,104.21,104.57,50000813,0.539999999999992,58.745041471330666,102.5565,103.78987907691366,101.32312092308634,302310.3167705551,0.625481139337944,53.96534667035478,104.75
45,64,2005-05-27,104.58,104.75,104.37,104.75,28285839,0.18000000000000682,56.584440227703986,102.752,104.00864381755949,101.4953561824405,-210855.33286922215,0.9443962609617462,54.038419912073586,104.67
46,65,2005-05-31,104.6,104.67,104.02,104.09,51576176,-0.6599999999999966,60.24242424242429,102.8865,104.13475045985423,101.63824954014576,-373656.2412677353,-0.24916147580257875,53.93857516434012,105.35
47,66,2005-06-01,104.13,105.35,104.06,104.98,80220046,0.8900000000000006,61.77156177156182,103.0565,104.34821968199068,101.76478031800931,1010871.7358793267,0.8356545961002829,57.27442353320587,105.28
48,67,2005-06-02,104.73,105.28,104.62,105.21,46472544,0.22999999999998977,69.62981616721241,103.19850000000001,104.56473291148365,101.83226708851637,-584088.5042878353,1.1342881861001564,64.3685951932356,105.33
49,68,2005-06-03,105.02,105.33,104.3,104.65,70082917,-0.5599999999999881,64.51236584227735,103.3145,104.70144467312716,101.92755532687283,-474845.89307850314,0.07650377737401981,64.1933695074334,104.7
50,69,2005-06-06,104.55,104.7,104.15,104.56,41705131,-0.09000000000000341,65.91670655816192,103.4425,104.81984250221979,102.0651574977802,337162.6871565265,-0.1813842482100217,57.10133792494724,105.63
51,70,2005-06-07,104.88,105.63,104.55,104.64,76554832,0.0799999999999983,62.70298585646942,103.54249999999999,104.93106940769988,102.1539305923001,94439.75073635999,0.5283888942261477,57.186120017800704,105.06
52,71,2005-06-08,104.92,105.06,104.25,104.46,57421343,-0.18000000000000682,59.918200408997976,103.6865,105.00858079616148,102.36441920383851,-157348.18554247668,-0.49533244427510975,50.06806381809517,105.05
53,72,2005-06-09,104.31,105.05,104.05,104.96,65622218,0.5,60.4838709677419,103.82750000000001,105.12613440420681,102.52886559579322,412877.380774678,-0.23761999809904003,50.098785631760904,105.1
54,73,2005-06-10,105.03,105.1,104.2,104.7,41903028,-0.2599999999999909,59.17159763313622,104.0115,105.1411169588335,102.88188304116649,-417901.55628233455,0.047778308647871144,50.06718195606528,105.48
55,74,2005-06-13,104.49,105.48,104.38,105.05,56824332,0.3499999999999943,57.23140495867778,104.22350000000002,105.08723287171689,103.35976712828314,293756.596278996,0.46863045141545034,50.09184586283895,105.6
56,75,2005-06-14,104.94,105.6,104.87,105.3,39030087,0.25,55.311355311355385,104.401,105.07319906199537,103.72880093800462,-97072.6269507326,0.6307339449541252,57.23494023859074,105.62
57,76,2005-06-15,105.56,105.62,104.73,105.49,61861730,0.18999999999999773,50.471698113207594,104.554,105.08800571650804,104.01999428349197,18736.807341322594,0.9860233582232445,64.36223156459494,105.97
58,77,2005-06-16,105.49,105.97,105.35,105.76,53565469,0.27000000000001023,48.2758620689657,104.66749999999999,105.20468442388369,104.13031557611629,25478.62235773352,0.7621951219512304,64.39128174038223,106.2
59,78,2005-06-17,105.88,106.2,104.97,105.74,61706880,-0.020000000000010232,53.90624999999998,104.7585,105.31615745947254,104.20084254052746,-148769.20597518157,0.9933142311365731,57.22499676660322,106.15
60,79,2005-06-20,105.48,106.15,105.37,105.76,48482844,0.020000000000010232,58.183340309753056,104.85799999999999,105.40747438999762,104.30852561000236,20839.427798678764,0.6758686339838248,64.35852508029912,105.98
61,80,2005-06-21,105.85,105.98,105.44,105.83,45985268,0.06999999999999318,49.51995957554314,104.93199999999999,105.50845559467463,104.35554440532535,21266.343381354498,0.5033238366571711,57.19505537446002,106.22
62,81,2005-06-22,106.01,106.22,105.48,105.91,53588199,0.0799999999999983,47.53151260504206,105.022,105.60385366219579,104.44014633780422,10072.348124431104,0.3981420039814217,57.21928281476752,105.93
63,82,2005-06-23,105.7,105.93,104.4,104.42,72108710,-1.4899999999999949,33.01714702663258,105.0415,105.59416126486694,104.48883873513306,-1054973.794082415,-1.2670196671709562,57.21319491291376,104.55
64,83,2005-06-24,104.44,104.55,103.54,103.65,67944626,-0.769999999999996,26.990754548165853,104.99549999999999,105.62272844826737,104.36827155173262,513436.7283489997,-1.9765462455078393,57.23483227236803,104.03
65,84,2005-06-27,103.64,104.03,103.46,103.8,58730861,0.14999999999999147,27.74498229043679,104.94800000000001,105.62850755052087,104.26749244947915,586022.185000953,-1.8532526475037896,50.14550366478857,104.74
66,85,2005-06-28,104.02,104.74,104.0,104.65,48919959,0.8500000000000085,30.06607929515428,104.976,105.63036510008605,104.32163489991395,315602.9566327686,-1.1149957478975645,57.2531437845091,104.89
67,86,2005-06-29,104.86,104.89,104.33,104.4,49427561,-0.25,30.750137892995134,104.947,105.6139103940443,104.28008960595571,-518675.2300214905,-1.4257388348597781,57.24888018424822,104.81
68,87,2005-06-30,104.72,104.81,103.62,103.82,71517780,-0.5800000000000125,28.48748083801732,104.87750000000001,105.58664978745873,104.1683502125413,-279242.7367415279,-0.5746025665581388,57.271599590900955,104.37
69,88,2005-07-01,104.06,104.37,103.85,104.13,57149525,0.3100000000000023,28.120184899845935,104.85149999999999,105.57873177366756,104.12426822633242,567965.8926025912,0.463096960926184,57.24677965024857,105.1
70,89,2005-07-05,104.04,105.1,103.83,104.97,59176127,0.8400000000000034,33.18214370971595,104.872,105.59635524869769,104.14764475130231,306719.4277661891,1.127167630057805,57.22863122721474,105.1
71,90,2005-07-06,104.88,105.1,104.03,104.09,62066971,-0.8799999999999955,32.743362831858505,104.8445,105.58830582497265,104.10069417502734,-997693.3141765236,-0.5351170568561895,50.088810350153544,104.5
72,91,2005-07-07,103.04,104.5,103.03,104.5,118541310,0.4099999999999966,33.91304347826085,104.84649999999999,105.58927059573924,104.10372940426075,987251.2447444374,0.09578544061302137,42.93601722761786,105.7
73,92,2005-07-08,104.52,105.7,104.29,105.7,74097316,1.2000000000000028,35.48212351029257,104.8835,105.65026542079467,104.11673457920533,383956.01891977584,1.8108264303602484,50.12862884607074,106.35
74,93,2005-07-11,105.71,106.35,105.69,106.22,57133225,0.519999999999996,38.268832066344125,104.9595,105.78052936033156,104.13847063966845,-569806.5858451107,2.0071065014885274,50.139743254460065,106.83
75,94,2005-07-12,106.19,106.83,105.97,106.49,59885291,0.269999999999996,39.317255434782595,105.03150000000001,105.92115561048267,104.14184438951735,-128849.61123786395,1.4480327712679775,57.37409049891007,106.73
76,95,2005-07-13,106.5,106.73,106.26,106.65,47405204,0.1600000000000108,39.72672064777333,105.099,106.05856623972564,104.13943376027437,-80996.29908581171,2.4594101258526297,57.393750198799474,107.55
77,96,2005-07-14,107.09,107.55,106.7,107.09,74355821,0.4399999999999977,45.37444933920704,105.179,106.23475565354875,104.12324434645126,235539.92007697414,2.4784688995215345,64.59785708290136,107.19
78,97,2005-07-15,106.97,107.19,106.58,107.02,64440233,-0.07000000000000739,53.645833333333144,105.24199999999999,106.36941250098114,104.11458749901884,-348887.4260459124,1.2488174077577987,64.46550420415389,106.83
79,98,2005-07-18,106.71,106.83,106.31,106.57,65265797,-0.45000000000000284,55.46927002440634,105.2835,106.44497037028621,104.1220296297138,-232309.29603120347,0.32950480135567156,64.34285094498225,107.25
80,99,2005-07-19,106.91,107.25,106.63,107.17,68316082,0.6000000000000085,54.1989958922865,105.354,106.58653440221023,104.12146559778976,659057.5573544165,0.6385576110432969,64.40446275100717,107.79
81,100,2005-07-20,106.8,107.79,106.52,107.55,79903226,0.37999999999999545,50.89285714285697,105.44000000000001,106.76410048911076,104.11589951088926,-101308.19480662612,0.8438818565400763,64.47050241141267,107.69
82,101,2005-07-21,107.64,107.69,106.68,106.92,115699479,-0.6299999999999955,50.26947574718279,105.4905,106.85219582738435,104.12880417261565,-961055.8681265321,-0.1587449808572245,64.33954548110066,107.65
83,102,2005-07-22,107.06,107.65,106.83,107.64,64206868,0.7199999999999989,52.19029674988225,105.65150000000001,107.06917145997275,104.23382854002728,1110107.0153726893,0.579330966174551,64.41765933738249,107.97
84,103,2005-07-25,107.52,107.97,107.03,107.33,66117186,-0.3100000000000023,52.73788150807898,105.8355,107.218104236101,104.452895763899,-622785.0115818167,0.7131462888242518,64.48478501192761,107.64
85,104,2005-07-26,107.36,107.64,106.59,107.47,49190058,0.14000000000000057,57.008244994110605,106.019,107.36015386298918,104.67784613701083,254578.46795554901,0.2799290846318906,64.36264546246454,107.92
86,105,2005-07-27,107.61,107.92,107.2,107.85,51957507,0.37999999999999545,56.85579196217482,106.179,107.53898413303448,104.81901586696553,119552.07712570956,0.27894002789400013,71.40199285211361,108.57
87,106,2005-07-28,108.01,108.57,107.72,108.51,55613996,0.6600000000000108,53.91414141414133,106.3845,107.7717671924176,104.9972328075824,156620.9827937699,1.4870931537598235,71.45992461892531,108.56
88,107,2005-07-29,108.37,108.56,107.61,107.8,71683646,-0.710000000000008,48.981191222570445,106.5835,107.86496000204549,105.30203999795451,-809374.6915356414,0.1486436269044933,64.30135513873405,108.05
89,108,2005-08-01,107.89,108.05,107.56,107.73,49291647,-0.06999999999999318,53.81443298969075,106.7635,107.92985859341002,105.59714140658997,437031.130773939,0.3726823814404227,57.15911788786552,108.54
90,109,2005-08-02,107.91,108.54,107.8,108.35,53082783,0.6199999999999903,56.88161693936466,106.9325,108.06982314993093,105.79517685006908,337505.80358850886,0.8188331627430868,57.207067438541124,108.67
91,110,2005-08-03,108.23,108.67,108.12,108.65,42700349,0.30000000000001137,55.99214145383102,107.1605,108.144768229381,106.176231770619,-187269.309360147,0.7417709782104881,57.24591790188792,108.27
92,111,2005-08-04,108.21,108.27,107.66,107.79,58593802,-0.8599999999999994,48.469387755102105,107.325,108.09221300137192,106.55778699862809,-582017.884025521,-0.6635333149018513,57.208801081657626,108.0
93,112,2005-08-05,107.56,108.0,106.87,107.06,61656486,-0.730000000000004,46.26623376623382,107.393,108.0626747050074,106.7233252949926,46224.84869287815,-0.6864564007421103,57.18071047352368,107.52
94,113,2005-08-08,107.31,107.52,106.6,106.85,55376383,-0.21000000000000796,47.61904761904757,107.4245,108.04941662601831,106.79958337398168,308942.3926210831,-0.8168569572078433,50.080621437560964,107.68
95,114,2005-08-09,107.21,107.68,107.05,107.51,54552656,0.6600000000000108,49.71428571428577,107.47549999999998,108.06048290573351,106.89051709426646,445587.11118944583,-0.7752653437932526,50.08481679792813,108.45
96,115,2005-08-10,107.88,108.45,107.0,107.46,83932209,-0.05000000000001137,54.20560747663542,107.516,108.06792867578913,106.96407132421088,-376000.005337329,-1.0952600092038765,57.20596135861671,108.04
97,116,2005-08-11,107.4,108.04,107.16,107.88,67596931,0.4200000000000017,51.96078431372543,107.55550000000001,108.10359214553802,107.007407854462,303232.54922501545,0.08349568605621041,57.215042141071464,107.76
98,117,2005-08-12,107.66,107.76,106.94,107.21,62921117,-0.6700000000000017,49.07407407407405,107.56500000000001,108.10490739946816,107.02509260053186,-654976.1081415938,0.1401083504576793,50.094945033567875,107.91
99,118,2005-08-15,107.36,107.91,107.01,107.88,41587242,0.6700000000000017,52.92439372325245,107.63050000000001,108.12049973147195,107.14050026852807,650674.1830030964,0.9639681796911569,57.21683091074242,107.63
100,119,2005-08-16,107.55,107.63,106.34,106.45,82960976,-1.4299999999999926,48.41875681570348,107.5945,108.14306247545211,107.04593752454788,-1359582.6673375354,-0.9859547949028018,50.10724820994998,107.05
101,120,2005-08-17,106.43,107.05,106.29,106.44,71758949,-0.010000000000005116,50.34569453174107,107.53900000000002,108.14540354810832,106.93259645189171,1092945.5545525241,-0.9491903964265737,42.972637917293895,106.77
102,121,2005-08-18,106.31,106.77,106.15,106.43,61465247,-0.009999999999990905,54.329640515487334,107.5145,108.1561055108705,106.8728944891295,966.4563045636996,-1.3440860215053658,43.01663350012631,107.0
103,122,2005-08-19,106.83,107.0,106.44,106.68,45864854,0.25,49.5125052988555,107.4665,108.1336248206417,106.7993751793583,113509.42613566964,-0.494356869694979,50.146362233221566,107.36
104,123,2005-08-22,106.79,107.36,106.18,106.68,80295001,0.0,48.10457516339889,107.434,108.12357958206462,106.74442041793537,-107734.78812364934,-1.112347052280301,50.09689470775091,106.81
105,124,2005-08-23,106.71,106.81,105.55,106.48,65157665,-0.20000000000000284,51.90311418685129,107.3845,108.10614632684789,106.66285367315211,-122155.35245594474,0.02818224518553418,42.935648879907696,106.93
106,125,2005-08-24,106.22,106.93,105.49,105.55,90843532,-0.9300000000000068,51.48741418764306,107.2695,108.08960573772717,106.44939426227282,-671275.1956282082,-0.8361518226230746,42.99060219831098,106.0
107,126,2005-08-25,105.73,106.0,105.61,105.92,40919286,0.37000000000000455,51.93097781429751,107.14000000000001,107.95840023666224,106.32159976333779,936870.9632428474,-0.47918819881612806,43.03274853279978,105.84
108,127,2005-08-26,105.83,105.84,105.13,105.21,71126118,-0.710000000000008,48.60292232760838,107.01050000000001,107.91893112301568,106.10206887698433,-620211.0324170078,-1.377952755905524,43.07872461440664,106.09
109,128,2005-08-29,104.96,106.09,104.87,106.01,64515996,0.8000000000000114,50.037378519810694,106.9245,107.84259571224489,106.0064042877551,967339.9243584061,-0.628046494188228,43.011737173074174,105.68
110,129,2005-08-30,105.63,105.68,104.88,105.46,85316903,-0.5500000000000114,47.10297912268364,106.78,107.68931437444883,105.87068562555118,-933209.5924505404,-0.9579263711495212,35.856002540710634,106.86
111,130,2005-08-31,105.59,106.86,105.19,106.79,118255943,1.3300000000000125,54.81867361250262,106.68699999999998,107.48305672900224,105.89094327099772,1934015.2539641543,1.1747986736144094,35.79511747389158,107.29
112,131,2005-09-01,106.72,107.29,106.22,106.7,85613292,-0.09000000000000341,58.20038289725599,106.63250000000001,107.38519952766538,105.87980047233464,-1563527.7570770485,0.7364048338368591,42.97990034152624,107.06
113,132,2005-09-02,107.03,107.06,106.3,106.5,54706703,-0.20000000000000284,59.97092318875708,106.6045,107.35084883194634,105.85815116805367,-30390.234966837525,1.2261191901910524,35.77429627255839,107.86
114,133,2005-09-06,106.86,107.86,106.85,107.77,65726560,1.269999999999996,70.43363994743747,106.6505,107.43988667064359,105.8611133293564,886324.5370452006,1.6602207338930204,42.98120451485876,108.13
115,134,2005-09-07,107.71,108.13,107.57,107.93,47949765,0.1600000000000108,64.44933920704844,106.6715,107.49000489501175,105.85299510498824,-712593.2200268192,2.342120235160263,50.187099113293435,108.01
116,135,2005-09-08,107.74,108.01,107.44,107.61,44852988,-0.3200000000000074,61.912822683029916,106.679,107.50575586672137,105.85224413327863,-204172.22910196387,0.7678621593782124,50.14546292093123,108.67
117,136,2005-09-09,107.89,108.67,107.86,108.54,50637319,0.9300000000000068,65.3979238754324,106.71200000000002,107.6001121313748,105.82388786862523,570607.8242787499,1.724461105904408,50.20058612247814,108.6
118,137,2005-09-12,108.41,108.6,108.24,108.31,37914453,-0.23000000000000398,66.73532440782685,106.76700000000001,107.71931628978497,105.81468371021505,-517965.92110329773,1.699530516431927,50.255365577746495,108.38
119,138,2005-09-13,108.11,108.38,107.63,107.74,67127902,-0.5700000000000074,64.28571428571416,106.75999999999999,107.70418441552836,105.81581558447162,-272930.0952584079,-0.02783706040642214,50.20036908922331,107.94
120,139,2005-09-14,107.81,107.94,107.17,107.35,63359724,-0.39000000000000057,67.92452830188667,106.80499999999999,107.75506093987386,105.85493906012613,123920.98261806509,-0.5373853423515357,50.15018224487387,107.73
121,140,2005-09-15,107.62,107.73,107.08,107.29,84549540,-0.05999999999998806,72.14783074450986,106.8475,107.79938386620279,105.8956161337972,182094.76491345477,-0.2973701328872718,50.099204142551464,107.8
122,141,2005-09-16,107.34,107.8,107.05,107.61,86592207,0.3199999999999932,72.68605969021526,106.90650000000001,107.86766855961915,105.94533144038087,305523.7511156164,-0.8568269762299675,57.191818856256916,107.64
123,142,2005-09-19,107.58,107.64,106.84,107.23,61269878,-0.37999999999999545,72.12230215827333,106.934,107.89621455097374,105.97178544902626,-474627.8732342279,-0.9971378450743221,50.098517795331496,107.69
124,143,2005-09-20,107.35,107.69,106.17,106.31,97576368,-0.9200000000000017,69.55097321256508,106.9155,107.88637304715114,105.94462695284885,-620814.3421694515,-1.3272693521440437,50.052427980802264,106.17
125,144,2005-09-21,106.1,106.17,105.22,105.35,108494521,-0.960000000000008,61.92236598890938,106.85900000000001,107.88770843907879,105.83029156092122,-142551.80563263758,-1.8630647414997672,43.00431373853643,105.99
126,145,2005-09-22,105.37,105.99,104.93,105.72,97117325,0.37000000000000455,57.66806722689075,106.86749999999999,107.88546947012452,105.84953052987547,1320812.651409728,-1.463323702115768,35.93095212728177,106.19
127,146,2005-09-23,105.62,106.19,105.34,105.8,68150097,0.0799999999999983,52.14493960849646,106.8615,107.88568272937901,105.837317270621,-289515.7426270088,-1.6819998141436692,42.99861195935817,106.48
128,147,2005-09-26,106.26,106.48,105.48,105.91,80841628,0.10999999999999943,40.68146618482197,106.89649999999999,107.87208228226736,105.92091771773262,32480.583169152407,-1.230998787652716,42.940193057574916,106.26
129,148,2005-09-27,105.87,106.26,105.43,105.89,75940481,-0.01999999999999602,45.83567810917274,106.8905,107.87217137281824,105.90882862718176,-98391.41056194797,-0.3950710187188427,35.79358383291519,106.37
130,149,2005-09-28,106.21,106.37,105.6,106.0,67391917,0.10999999999999943,42.0361247947455,106.91749999999999,107.86457235870967,105.97042764129031,84348.22625958768,0.6169909824394928,42.9206596835302,107.04
131,150,2005-09-29,105.89,107.04,105.48,106.86,76503177,0.8599999999999994,41.13396331295156,106.921,107.86770564535537,105.97429435464464,550678.4953552547,1.078320090805903,42.848185017327516,107.19
132,151,2005-09-30,106.82,107.19,106.67,107.19,54900810,0.3299999999999983,39.78102189781016,106.9455,107.89252567630412,105.99847432369587,-451144.0671120745,1.313799621928167,42.79584830731639,107.47
133,152,2005-10-03,107.12,107.47,106.67,106.81,58562235,-0.37999999999999545,41.20982986767489,106.96099999999998,107.90287327340688,106.01912672659309,-377151.4645801743,0.8497781134925935,42.822629128756645,107.18
134,153,2005-10-04,106.97,107.18,105.56,105.61,69774130,-1.2000000000000028,35.73770491803278,106.853,107.82071080934679,105.8852891906532,-576296.2106909123,-0.2644253470582691,42.862000313178086,105.69
135,154,2005-10-05,105.67,105.69,104.17,104.22,121752072,-1.3900000000000006,29.3405114401076,106.66749999999999,107.76480231405084,105.57019768594914,-818550.4288158037,-1.679245283018869,42.93903564993681,104.76
136,155,2005-10-06,104.22,104.76,102.95,103.84,162102003,-0.37999999999999545,30.57953144266339,106.479,107.72024682646556,105.23775317353444,1011410.5265278303,-2.826127643645888,35.80021431604203,104.57
137,156,2005-10-07,104.27,104.57,103.78,104.2,86854390,0.35999999999999943,29.718875502008025,106.26200000000001,107.50333883579927,105.02066116420076,892158.5540559645,-2.7894393133687796,42.90994797634511,104.28
